city_ascii,lat,lng,country,admin_name
Isselburg,51.8331,6.4667,Germany,North Rhine-Westphalia
Heath,40.0241,-82.4412,United States,Ohio
Hamilton Township,44.054,-78.2164,Canada,Ontario
Destrehan,29.9627,-90.3676,United States,Louisiana
New Albany,40.0802,-82.7883,United States,Ohio
Figuig,32.1167,-1.2269,Morocco,Oriental
Kisujszallas,47.2167,20.7667,Hungary,Jász-Nagykun-Szolnok
Canandaigua,42.8607,-77.3183,United States,New York
Shevington,53.572,-2.69,United Kingdom,Wigan
Bobrynets',48.0578,32.1581,Ukraine,Kirovohrads’ka Oblast’
Westtown,39.9417,-75.5565,United States,Pennsylvania
Sagarejo,41.7333,45.3333,Georgia,K’akheti
Hanover Township,41.2012,-75.9288,United States,Pennsylvania
Yungay,-37.1194,-72.0189,Chile,Biobío
Sao Bento do Sapucai,-22.6889,-45.7308,Brazil,São Paulo
Cusseta,32.347,-84.787,United States,Georgia
Borgloon,50.8022,5.3433,Belgium,Flanders
Surazh,53.0167,32.4,Russia,Bryanskaya Oblast’
Tenango del Aire,19.1575,-98.8581,Mexico,México
Felton,51.51,-2.574,United Kingdom,North Somerset
Elkins,38.9237,-79.854,United States,West Virginia
Nivala,63.9292,24.9778,Finland,Pohjois-Pohjanmaa
Bofete,-23.1022,-48.2578,Brazil,São Paulo
Langenzenn,49.4944,10.7947,Germany,Bavaria
Willistown,40.001,-75.4915,United States,Pennsylvania
Linthicum,39.2088,-76.6625,United States,Maryland
Guymon,36.6901,-101.4776,United States,Oklahoma
Nakayama,38.3333,140.2831,Japan,Yamagata
Krzeszowice,50.1333,19.6333,Poland,Małopolskie
Kangaroo Flat,-36.8,144.25,Australia,Victoria
Le Locle,47.0532,6.7482,Switzerland,Neuchâtel
Kranuan,16.7081,103.0811,Thailand,Khon Kaen
Lollar,50.6497,8.7044,Germany,Hesse
Scartho,53.5399,-0.0926,United Kingdom,North East Lincolnshire
Koronowo,53.3137,17.937,Poland,Kujawsko-Pomorskie
Tosagua,-0.7864,-80.2342,Ecuador,Manabí
Amioun,34.2994,35.8097,Lebanon,Liban-Nord
Holbeach,52.8037,0.0154,United Kingdom,Lincolnshire
St. Clements,50.2689,-96.6742,Canada,Manitoba
Omurtag,43.1072,26.4192,Bulgaria,Targovishte
Seymour,35.8761,-83.7742,United States,Tennessee
Montgomery,39.2496,-84.3457,United States,Ohio
Saint-Amable,45.65,-73.3,Canada,Quebec
Weyburn,49.6611,-103.8525,Canada,Saskatchewan
Forestville,39.0711,-84.3389,United States,Ohio
Beclean,47.1797,24.1797,Romania,Bistriţa-Năsăud
Soquel,36.9978,-121.9482,United States,California
La Baneza,42.2975,-5.9017,Spain,Castille-Leon
Erlenbach am Main,49.8039,9.1639,Germany,Bavaria
Essex Junction,44.4902,-73.114,United States,Vermont
Reguengos de Monsaraz,38.4167,-7.5333,Portugal,Évora
Celldomolk,47.2575,17.1525,Hungary,Vas
Ngorongoro,-3.2496,35.52,Tanzania,Arusha
Pocono,41.0612,-75.3102,United States,Pennsylvania
Milton,44.643,-73.1542,United States,Vermont
Vermillion,42.7811,-96.9255,United States,South Dakota
Hrebinka,50.118,32.4396,Ukraine,Poltavs’ka Oblast’
West Caldwell,40.8489,-74.2971,United States,New Jersey
Kitee,62.0986,30.1375,Finland,Pohjois-Karjala
Gardere,30.3582,-91.1345,United States,Louisiana
Pleasant View,41.3249,-112.0011,United States,Utah
Wasilla,61.577,-149.466,United States,Alaska
Sharg`un,38.46,67.9669,Uzbekistan,Surxondaryo
South Dundas,44.9167,-75.2667,Canada,Ontario
Aberbargoed,51.6968,-3.224,United Kingdom,Caerphilly
Kingsteignton,50.5458,-3.5962,United Kingdom,Devon
Rincao,-21.5869,-48.0708,Brazil,São Paulo
Diavata,40.6883,22.8583,Greece,Kentrikí Makedonía
Braunsbedra,51.2833,11.9,Germany,Saxony-Anhalt
Khrystynivka,48.8333,29.9667,Ukraine,Cherkas’ka Oblast’
River Forest,41.895,-87.8194,United States,Illinois
Tecoh,20.7419,-89.4744,Mexico,Yucatán
Villiersdorp,-33.9833,19.2833,South Africa,Western Cape
Haigerloch,48.3647,8.805,Germany,Baden-Württemberg
Manchester,37.4902,-77.5396,United States,Virginia
Chenango,42.1954,-75.8989,United States,New York
Tiszafoldvar,46.9833,20.25,Hungary,Jász-Nagykun-Szolnok
Tezontepec,19.8833,-98.8167,Mexico,Hidalgo
Winchendon,42.6667,-72.0487,United States,Massachusetts
Winchester,41.9219,-73.1028,United States,Connecticut
Vladimirescu,46.1674,21.4616,Romania,Arad
Tiszafured,47.619,20.76,Hungary,Jász-Nagykun-Szolnok
Soyaniquilpan,19.9892,-99.4361,Mexico,México
Mount Kisco,41.2018,-73.7282,United States,New York
Smithville,39.3921,-94.5748,United States,Missouri
Guaraci,-20.4986,-48.9447,Brazil,São Paulo
Orlu,5.7837,7.0333,Nigeria,Imo
Sierra Madre,34.1687,-118.0504,United States,California
Bananal,-22.6839,-44.3228,Brazil,São Paulo
Totowa,40.9039,-74.2213,United States,New Jersey
Messstetten,48.1806,8.9625,Germany,Baden-Württemberg
Totolapan,18.9869,-98.9197,Mexico,Morelos
Blandford Forum,50.856,-2.1648,United Kingdom,Dorset
Bleicherode,51.4167,10.5667,Germany,Thuringia
Marasesti,45.88,27.23,Romania,Vrancea
Demmin,53.905,13.0439,Germany,Mecklenburg-Western Pomerania
Abram,53.508,-2.588,United Kingdom,Wigan
Halfway,39.6163,-77.77,United States,Maryland
Urlati,44.9911,26.2306,Romania,Prahova
Pencoed,51.5228,-3.5047,United Kingdom,Bridgend
Castleton,53.5907,-2.1737,United Kingdom,Rochdale
Yeghvard,40.3167,44.4833,Armenia,Kotayk’
Highland Park,42.4052,-83.0977,United States,Michigan
Naganuma,43.0103,141.6953,Japan,Hokkaidō
Yuzhno-Sukhokumsk,44.6667,45.65,Russia,Dagestan
Rackeve,47.1608,18.9456,Hungary,Pest
Tlachichilco,20.6217,-98.1994,Mexico,Veracruz
Winnemucca,40.9645,-117.7247,United States,Nevada
Ballston,42.9542,-73.8794,United States,New York
Castle Pines,39.4625,-104.8706,United States,Colorado
Saks,33.7118,-85.8536,United States,Alabama
Burr Ridge,41.7485,-87.9198,United States,Illinois
Galena Park,29.7452,-95.2333,United States,Texas
L'Ile-Perrot,45.3833,-73.95,Canada,Quebec
Notre-Dame-de-l'Ile-Perrot,45.3667,-73.9333,Canada,Quebec
Felsberg,51.1346,9.4215,Germany,Hesse
Tangerhutte,52.4333,11.8,Germany,Saxony-Anhalt
Kami-furano,43.4556,142.4672,Japan,Hokkaidō
Williams Lake,52.1294,-122.1383,Canada,British Columbia
Bischofshofen,47.4172,13.2194,Austria,Salzburg
Estaimpuis,50.6756,3.2758,Belgium,Wallonia
Ludington,43.9573,-86.4434,United States,Michigan
Santa Catarina Ayotzingo,19.2647,-98.8975,Mexico,México
Sao Luis do Paraitinga,-23.2219,-45.31,Brazil,São Paulo
Aigle,46.3173,6.9646,Switzerland,Valais
Lower Saucon,40.5881,-75.3188,United States,Pennsylvania
Elk City,35.385,-99.4331,United States,Oklahoma
Bellmead,31.6025,-97.0896,United States,Texas
Mount Evelyn,-37.7833,145.3833,Australia,Victoria
Southwater,51.0238,-0.3526,United Kingdom,West Sussex
Elliot Lake,46.3833,-82.65,Canada,Ontario
Muskegon Heights,43.2024,-86.242,United States,Michigan
Balderton,53.0549,-0.7727,United Kingdom,Nottinghamshire
Sao Bras de Alportel,37.15,-7.8833,Portugal,Faro
Mapleton,40.1188,-111.5742,United States,Utah
Fruitland Park,28.86,-81.919,United States,Florida
Murtosa,40.7369,-8.6386,Portugal,Aveiro
Orono,44.8867,-68.7166,United States,Maine
Zavitinsk,50.1167,129.4333,Russia,Amurskaya Oblast’
Waiuku,-37.25,174.7333,New Zealand,Auckland
Rochelle,41.9195,-89.0632,United States,Illinois
Uzda,53.4661,27.2244,Belarus,Minskaya Voblasts’
Browns Mills,39.9737,-74.5689,United States,New Jersey
Gig Harbor,47.3353,-122.5964,United States,Washington
Bentley,-32.001,115.924,Australia,Western Australia
Frodsham,53.295,-2.725,United Kingdom,Cheshire West and Chester
Caslav,49.911,15.3898,Czechia,Středočeský Kraj
Isabela,18.4991,-67.022,Puerto Rico,Puerto Rico
Crestwood,41.6454,-87.7396,United States,Illinois
Waterford,39.7415,-74.8207,United States,New Jersey
Rosaryville,38.7672,-76.8266,United States,Maryland
Farmersville,36.3053,-119.2083,United States,California
Tafalla,42.5289,-1.6736,Spain,Navarre
Smithfield,36.9754,-76.6162,United States,Virginia
Garden Acres,37.9637,-121.2296,United States,California
Cantley,45.5667,-75.7833,Canada,Quebec
Scottdale,33.795,-84.2634,United States,Georgia
Jibou,47.2583,23.2583,Romania,Sălaj
Sweet Home,44.4023,-122.7028,United States,Oregon
Inkerman,44.6142,33.6083,Ukraine,"Sevastopol’, Misto"
Ickenham,51.558,-0.4484,United Kingdom,Hillingdon
DeForest,43.2301,-89.3437,United States,Wisconsin
Riedlingen,48.1553,9.4728,Germany,Baden-Württemberg
Cleveland,30.3374,-95.0931,United States,Texas
Avon Park,27.5908,-81.5081,United States,Florida
Litomysl,49.8721,16.3106,Czechia,Pardubický Kraj
Lawrenceburg,35.2497,-87.3325,United States,Tennessee
Cowra,-33.8183,148.6578,Australia,New South Wales
Lichtenau,51.6,8.8833,Germany,North Rhine-Westphalia
Rhosllanerchrugog,53.011,-3.052,United Kingdom,Wrexham
Raceland,29.7282,-90.6362,United States,Louisiana
Szigetvar,46.0481,17.8125,Hungary,Baranya
Nossen,51.05,13.3,Germany,Saxony
Gernsheim,49.7517,8.485,Germany,Hesse
Bothell East,47.8064,-122.1845,United States,Washington
Aver-o-Mar,41.4039,-8.769,Portugal,Porto
Darling,-33.3833,18.3833,South Africa,Western Cape
Spencer,43.1468,-95.1534,United States,Iowa
Almoloya,19.7,-98.4,Mexico,Hidalgo
Otelu Rosu,45.5333,22.3667,Romania,Caraş-Severin
Orsova,44.7253,22.3961,Romania,Mehedinţi
Newburn,54.983,-1.743,United Kingdom,Gateshead
Hanson,42.0558,-70.8723,United States,Massachusetts
Waldkirchen,48.7306,13.6011,Germany,Bavaria
Paimio,60.4569,22.6861,Finland,Varsinais-Suomi
Pike Creek Valley,39.7296,-75.6993,United States,Delaware
Nelson,49.5,-117.2833,Canada,British Columbia
Knin,44.0333,16.1833,Croatia,Šibensko-Kninska Županija
Weilheim an der Teck,48.615,9.5386,Germany,Baden-Württemberg
Querfurt,51.3833,11.6,Germany,Saxony-Anhalt
Hornell,42.3332,-77.6633,United States,New York
Pacific,38.4805,-90.7541,United States,Missouri
Geneseo,42.8038,-77.7783,United States,New York
Altotting,48.2264,12.6759,Germany,Bavaria
Sosenskiy,54.05,35.9667,Russia,Kaluzhskaya Oblast’
Newcastle,35.2404,-97.5998,United States,Oklahoma
Vysokovsk,56.3167,36.55,Russia,Moskovskaya Oblast’
Ketchikan,55.3556,-131.6698,United States,Alaska
Alamosa,37.4751,-105.8769,United States,Colorado
Bacliff,29.5077,-94.988,United States,Texas
Toccoa,34.5807,-83.3256,United States,Georgia
Trinity,28.1809,-82.6581,United States,Florida
Brooklyn,41.4349,-81.7498,United States,Ohio
Kolarovo,47.9153,17.9972,Slovakia,Nitriansky
Highland City,27.9633,-81.8781,United States,Florida
Millington,35.335,-89.8991,United States,Tennessee
Lazaro Cardenas,28.3897,-105.6236,Mexico,Chihuahua
Birchington,51.377,1.305,United Kingdom,Kent
Georgetown,38.6894,-75.3872,United States,Delaware
Ogdensburg,44.7088,-75.4717,United States,New York
Wyomissing,40.3317,-75.9703,United States,Pennsylvania
Petal,31.3477,-89.2359,United States,Mississippi
Lambton Shores,43.1833,-81.9,Canada,Ontario
Anderson,40.4497,-122.295,United States,California
Keila,59.3081,24.4264,Estonia,Harjumaa
Monroe,42.603,-89.6382,United States,Wisconsin
Bovingdon,51.7231,-0.5367,United Kingdom,Hertfordshire
Grigiskes,54.6694,25.0944,Lithuania,Vilniaus Miestas
Shcholkine,45.4236,35.8186,Ukraine,"Krym, Avtonomna Respublika"
Jablanica,43.6583,17.7583,Bosnia And Herzegovina,"Bosnia and Herzegovina, Federation of"
Atchison,39.5625,-95.1367,United States,Kansas
Benito Juarez,-37.6655,-59.8,Argentina,Buenos Aires
Kimpese,-5.55,14.43,Congo (Kinshasa),Kongo Central
Park Forest Village,40.7996,-77.9084,United States,Pennsylvania
Khilok,51.35,110.45,Russia,Zabaykal’skiy Kray
Biskupiec,53.8647,20.9569,Poland,Warmińsko-Mazurskie
Gommern,52.0739,11.8231,Germany,Saxony-Anhalt
Mold,53.166,-3.133,United Kingdom,Flintshire
Malaya Vishera,58.85,32.2167,Russia,Novgorodskaya Oblast’
Burtonsville,39.1166,-76.9356,United States,Maryland
Cheval,28.1459,-82.5185,United States,Florida
Easttown,40.0281,-75.4403,United States,Pennsylvania
Scituate,41.7926,-71.6202,United States,Rhode Island
Strehaia,44.6222,23.1972,Romania,Mehedinţi
Songo,-7.3496,14.85,Angola,Uíge
Fort Bliss,31.8137,-106.4119,United States,Texas
Mildenhall,52.3446,0.5089,United Kingdom,Suffolk
Maynard,42.4264,-71.4561,United States,Massachusetts
Imst,47.2394,10.7381,Austria,Tirol
Ludlow,52.368,-2.718,United Kingdom,Shropshire
Lavinia,-21.1683,-51.0397,Brazil,São Paulo
Canteras,37.6121,-1.0437,Spain,Murcia
Barcs,45.96,17.46,Hungary,Somogy
Vorsma,55.9833,43.2667,Russia,Nizhegorodskaya Oblast’
Panthersville,33.7059,-84.2764,United States,Georgia
Van Wert,40.865,-84.5879,United States,Ohio
San Pedro La Laguna,14.6918,-91.273,Guatemala,Sololá
Norton,36.9314,-82.6262,United States,Virginia
Fairfield,33.4747,-86.9194,United States,Alabama
Greencastle,39.6431,-86.8419,United States,Indiana
Covington,30.4808,-90.1122,United States,Louisiana
Myrtle Grove,34.123,-77.8834,United States,North Carolina
Three Rivers,41.9465,-85.6281,United States,Michigan
Wilkau-Hasslau,50.6667,12.5167,Germany,Saxony
Grevesmuhlen,53.8667,11.1667,Germany,Mecklenburg-Western Pomerania
Frontera,-31.4278,-62.0619,Argentina,Córdoba
Kapaa,22.091,-159.352,United States,Hawaii
Morro Bay,35.3681,-120.8481,United States,California
Lowell,41.2921,-87.4184,United States,Indiana
Zmeinogorsk,51.158,82.1874,Russia,Altayskiy Kray
Paris,36.2934,-88.3065,United States,Tennessee
Dnestrovsc,46.6222,29.9133,Moldova,Stînga Nistrului
Ironton,38.5319,-82.6777,United States,Ohio
Kauniainen,60.2097,24.7264,Finland,Uusimaa
Saddlebrooke,32.5385,-110.8582,United States,Arizona
Arlesheim,47.4922,7.6203,Switzerland,Basel-Landschaft
Mapleton,43.7358,-80.6681,Canada,Ontario
Sinaia,45.35,25.5514,Romania,Prahova
Shumanay,42.6386,58.9172,Uzbekistan,Qoraqalpog‘iston
Milton,30.6286,-87.0522,United States,Florida
Sandy,41.1447,-78.7296,United States,Pennsylvania
Topoloveni,44.8069,25.0839,Romania,Argeş
Tanaina,61.656,-149.4272,United States,Alaska
Bad Lauterberg,51.6317,10.4706,Germany,Lower Saxony
Lloyd,41.7286,-73.9962,United States,New York
Gateway,26.5804,-81.7453,United States,Florida
Columbia,38.4581,-90.2156,United States,Illinois
Bolekhiv,49.0669,23.8514,Ukraine,Ivano-Frankivs’ka Oblast’
Hockley,51.6014,0.6363,United Kingdom,Essex
Roscoe,42.4256,-89.0083,United States,Illinois
Targu Frumos,47.2097,27.0131,Romania,Iaşi
Nova Europa,-21.7783,-48.5608,Brazil,São Paulo
Arkadelphia,34.1255,-93.0725,United States,Arkansas
Little Canada,45.0244,-93.0863,United States,Minnesota
Wapakoneta,40.5663,-84.1915,United States,Ohio
Alpine,40.4629,-111.7724,United States,Utah
Staffelstein,50.099,10.9962,Germany,Bavaria
Huittinen,61.1764,22.6986,Finland,Satakunta
Lyuboml',51.2158,24.0408,Ukraine,Volyns’ka Oblast’
Farmington,42.4614,-83.3784,United States,Michigan
Ivangorod,59.375,28.2053,Russia,Leningradskaya Oblast’
Douglass,40.3438,-75.5909,United States,Pennsylvania
Warren,41.7282,-71.2629,United States,Rhode Island
Costesti,44.6697,24.88,Romania,Argeş
Karkamis,36.8345,37.9983,Turkey,Gaziantep
Exeter,36.294,-119.1459,United States,California
Byarozawka,53.7167,25.5,Belarus,Hrodzyenskaya Voblasts’
Acushnet,41.7139,-70.9012,United States,Massachusetts
Pitkyaranta,61.5667,31.4833,Russia,Kareliya
South Union,39.8706,-79.7221,United States,Pennsylvania
East Cocalico,40.2242,-76.1057,United States,Pennsylvania
Georgian Bluffs,44.65,-81.0333,Canada,Ontario
Bernalillo,35.3127,-106.5537,United States,New Mexico
Oelsnitz,50.4167,12.1667,Germany,Saxony
Olevsk,51.2278,27.6481,Ukraine,Zhytomyrs’ka Oblast’
Jaltocan,21.1333,-98.5383,Mexico,Hidalgo
Great Missenden,51.7042,-0.7078,United Kingdom,Buckinghamshire
Point Pleasant,38.8529,-82.1303,United States,West Virginia
Cape Canaveral,28.3933,-80.605,United States,Florida
Bogen,48.9167,12.6833,Germany,Bavaria
Worth,41.6877,-87.7916,United States,Illinois
Portage,43.5489,-89.4658,United States,Wisconsin
Salanso,12.1833,-4.0833,Burkina Faso,Boucle du Mouhoun
Fort William,56.8198,-5.1052,United Kingdom,Highland
Sudogda,55.95,40.8667,Russia,Vladimirskaya Oblast’
Santiago,-14.1896,-75.74,Peru,Ica
Millstone,40.2123,-74.4302,United States,New Jersey
Bedford Heights,41.4042,-81.5053,United States,Ohio
Woodmere,29.8493,-90.0751,United States,Louisiana
Lake Arbor,38.907,-76.8299,United States,Maryland
Zuyevka,58.4033,51.1304,Russia,Kirovskaya Oblast’
Star,43.7013,-116.4934,United States,Idaho
Bogue,16.5904,-14.27,Mauritania,Brakna
Fox Lake,42.4239,-88.1844,United States,Illinois
Pembroke Dock,51.6933,-4.9458,United Kingdom,Pembrokeshire
Sovata,46.5961,25.0744,Romania,Mureş
Fountain Inn,34.6994,-82.1999,United States,South Carolina
Nevelsk,46.65,141.8667,Russia,Sakhalinskaya Oblast’
Lehigh Township,40.7679,-75.5394,United States,Pennsylvania
Kendallville,41.4441,-85.2578,United States,Indiana
Coroneo,20.1333,-100.3333,Mexico,Guanajuato
Molango,20.7844,-98.7175,Mexico,Hidalgo
Sumner,47.2189,-122.2338,United States,Washington
Burkburnett,34.0746,-98.5672,United States,Texas
Felling,54.95,-1.564,United Kingdom,Gateshead
Nishi-kagura,43.6964,142.4517,Japan,Hokkaidō
Hughenden,51.6558,-0.749,United Kingdom,Buckinghamshire
Tangermunde,52.5408,11.9689,Germany,Saxony-Anhalt
Hull,42.2861,-70.8835,United States,Massachusetts
Takahama,35.4903,135.5511,Japan,Fukui
Roseira,-22.8978,-45.305,Brazil,São Paulo
Werlte,52.85,7.6833,Germany,Lower Saxony
Kapyl',53.15,27.0917,Belarus,Minskaya Voblasts’
Pine Hill,39.7879,-74.9857,United States,New Jersey
Rawdon,46.05,-73.7167,Canada,Quebec
Martin,36.3386,-88.8513,United States,Tennessee
Budd Lake,40.8733,-74.7374,United States,New Jersey
Hudson,42.2515,-73.7859,United States,New York
Shasta Lake,40.679,-122.3775,United States,California
Hamilton,-37.7333,142.0167,Australia,Victoria
Rodeo,38.0368,-122.2526,United States,California
Campbellton,48.005,-66.6731,Canada,New Brunswick
Appleton,53.3508,-2.5441,United Kingdom,Warrington
Dayton,35.4912,-85.012,United States,Tennessee
Belaya Kholunitsa,58.8333,50.85,Russia,Kirovskaya Oblast’
View Royal,48.4517,-123.4339,Canada,British Columbia
Vidor,30.1291,-93.9967,United States,Texas
Tutrakan,44.0481,26.6044,Bulgaria,Silistra
Yaotsu,35.4761,137.1417,Japan,Gifu
Cajobi,-20.88,-48.8089,Brazil,São Paulo
Pasewalk,53.5063,13.99,Germany,Mecklenburg-Western Pomerania
Ianca,45.135,27.4747,Romania,Brăila
Bellefontaine Neighbors,38.7529,-90.228,United States,Missouri
East Greenwich,39.7903,-75.2396,United States,New Jersey
Salinas,-34.7751,-55.8402,Uruguay,Canelones
Harrison Township,40.6376,-79.717,United States,Pennsylvania
Vermilion,41.4103,-82.3214,United States,Ohio
Puerto Quijarro,-17.7796,-57.77,Bolivia,Santa Cruz
Dolhasca,47.4303,26.6094,Romania,Suceava
Lipova,46.0894,21.6914,Romania,Arad
Raymond,43.0322,-71.1994,United States,New Hampshire
Bolivar,37.6057,-93.4174,United States,Missouri
Kapuvar,47.6,17.0331,Hungary,Győr-Moson-Sopron
Lanskroun,49.9122,16.612,Czechia,Pardubický Kraj
Hiranai,40.9261,140.9561,Japan,Aomori
Bad Frankenhausen,51.3558,11.1011,Germany,Thuringia
Garliava,54.8202,23.8726,Lithuania,Kaunas
Bowen,-20.0167,148.2333,Australia,Queensland
San Diego Country Estates,33.0093,-116.7874,United States,California
Kennett,36.2403,-90.0481,United States,Missouri
Tokol,47.3219,18.9619,Hungary,Pest
Heves,47.6,20.2833,Hungary,Heves
Prestonpans,55.9597,-2.961,United Kingdom,East Lothian
Verkhn'odniprovs'k,48.6561,34.3283,Ukraine,Dnipropetrovs’ka Oblast’
Chatham,40.7273,-74.4289,United States,New Jersey
Troy,38.7266,-89.8973,United States,Illinois
Frydlant nad Ostravici,49.5928,18.3597,Czechia,Moravskoslezský Kraj
Worcester,40.1899,-75.3522,United States,Pennsylvania
Fort Bragg,39.4399,-123.8013,United States,California
Comstock Park,43.0438,-85.6779,United States,Michigan
Koflach,47.0639,15.0889,Austria,Steiermark
Steinau an der Strasse,50.3167,9.4667,Germany,Hesse
Lyons,41.8121,-87.8192,United States,Illinois
Neuenstadt am Kocher,49.2333,9.3333,Germany,Baden-Württemberg
Ardino,41.5833,25.1333,Bulgaria,Kardzhali
Miami Shores,25.867,-80.1779,United States,Florida
Shamva,-17.3196,31.57,Zimbabwe,Mashonaland Central
Murfatlar,44.1736,28.4083,Romania,Constanţa
Munchberg,50.1831,11.7857,Germany,Bavaria
Bethanie,-26.4995,17.15,Namibia,//Karas
Levanger,63.7464,11.2996,Norway,Nord-Trøndelag
Kenzingen,48.1917,7.7683,Germany,Baden-Württemberg
Forde,61.4519,5.8569,Norway,Sogn og Fjordane
Coal,40.7876,-76.5489,United States,Pennsylvania
Taksimo,56.3315,114.89,Russia,Buryatiya
Cypress Gardens,28.0036,-81.6857,United States,Florida
Aydarken,39.9333,71.3333,Kyrgyzstan,Batken
Nagyatad,46.2294,17.3575,Hungary,Somogy
Aulendorf,47.9542,9.6389,Germany,Baden-Württemberg
Columbia,40.0348,-76.4944,United States,Pennsylvania
Lukovit,43.2061,24.1631,Bulgaria,Lovech
Payerne,46.8167,6.9333,Switzerland,Vaud
Waterloo,38.3403,-90.1538,United States,Illinois
Beverly Hills,42.522,-83.2423,United States,Michigan
Sobral de Monte Agraco,39.0167,-9.15,Portugal,Lisboa
Lexington,40.7779,-99.7461,United States,Nebraska
Neuenhaus,52.5,6.9667,Germany,Lower Saxony
Richmond Heights,41.5589,-81.5029,United States,Ohio
Jefferson,29.9609,-90.1554,United States,Louisiana
Csorna,47.6167,17.25,Hungary,Győr-Moson-Sopron
Magnolia,33.2774,-93.2261,United States,Arkansas
Summerville,34.4787,-85.3491,United States,Georgia
Wellington,40.7,-105.0054,United States,Colorado
Iwashita,32.6514,130.8117,Japan,Kumamoto
Fuller Heights,27.9226,-81.9978,United States,Florida
Vytegra,61,36.45,Russia,Vologodskaya Oblast’
Kraluv Dvur,49.9499,14.0345,Czechia,Středočeský Kraj
Kawara,33.6681,130.8472,Japan,Fukuoka
Chavinda,20.0167,-102.45,Mexico,Michoacán de Ocampo
Lentvaris,54.6436,25.0517,Lithuania,Trakai
Skidal',53.5833,24.25,Belarus,Hrodzyenskaya Voblasts’
Shannon,52.7137,-8.8686,Ireland,Clare
Aich,48.6228,9.2372,Germany,Baden-Württemberg
Nor Hachn,40.3,44.58,Armenia,Kotayk’
Tyukalinsk,55.8667,72.2,Russia,Omskaya Oblast’
Banska Stiavnica,48.4586,18.8931,Slovakia,Banskobystrický
Coldstream,50.22,-119.2481,Canada,British Columbia
Bowdon,53.376,-2.366,United Kingdom,Trafford
Nanticoke,41.2004,-76.0003,United States,Pennsylvania
Bad Ems,50.3381,7.7106,Germany,Rhineland-Palatinate
Chester,44.65,-64.3,Canada,Nova Scotia
Teteven,42.9167,24.2667,Bulgaria,Lovech
Chavusy,53.8,30.9667,Belarus,Mahilyowskaya Voblasts’
Hillsdale,41.0074,-74.044,United States,New Jersey
Queens,44.0333,-64.7167,Canada,Nova Scotia
Kambarka,56.2667,54.2,Russia,Udmurtiya
Canton,41.86,-72.9083,United States,Connecticut
Burgau,48.4322,10.4069,Germany,Bavaria
Fredonia,42.4407,-79.3319,United States,New York
Lanham,38.9621,-76.8421,United States,Maryland
Fairview,37.676,-122.048,United States,California
Nehoiu,45.4153,26.3082,Romania,Buzău
Forest,37.3728,-79.2831,United States,Virginia
Forest Acres,34.0324,-80.9716,United States,South Carolina
Oakengates,52.695,-2.451,United Kingdom,Telford and Wrekin
Fort Meade,39.1058,-76.7438,United States,Maryland
Reading,39.2243,-84.4333,United States,Ohio
Zaozernyy,55.9667,94.7,Russia,Krasnoyarskiy Kray
Sixaola,9.5083,-82.6147,Costa Rica,Limón
Southport,42.04,-76.8774,United States,New York
Hecelchakan,20.1667,-90.1333,Mexico,Campeche
London Colney,51.726,-0.3,United Kingdom,Hertfordshire
Weston,41.2284,-73.3726,United States,Connecticut
Kilkunda,11.2569,76.6697,India,Tamil Nādu
Corfe Mullen,50.7701,-2.0175,United Kingdom,Dorset
Ertil,51.8333,40.8,Russia,Voronezhskaya Oblast’
Chivhu,-19.0211,30.8922,Zimbabwe,Mashonaland East
Arden Hills,45.0721,-93.167,United States,Minnesota
Pine Ridge,28.933,-82.4761,United States,Florida
Selkirk,50.1436,-96.8839,Canada,Manitoba
Saint-Felicien,48.65,-72.45,Canada,Quebec
Nishi,32.2011,130.8411,Japan,Kumamoto
Slatina,45.7,17.7,Croatia,Virovitičko-Podravska Županija
Independence,44.8551,-123.1948,United States,Oregon
Liphook,51.076,-0.803,United Kingdom,Hampshire
Doraville,33.9072,-84.2711,United States,Georgia
Oster,50.9486,30.8811,Ukraine,Chernihivs’ka Oblast’
Caldera,-27.0696,-70.83,Chile,Atacama
Hawkesbury,45.6,-74.6,Canada,Ontario
Moimenta da Beira,40.9819,-7.6158,Portugal,Viseu
Meuselwitz,51.05,12.3,Germany,Thuringia
Eumseong,36.9353,127.6897,"Korea, South",Chungbuk
Plattekill,41.6478,-74.0717,United States,New York
Bonham,33.588,-96.1901,United States,Texas
Melvindale,42.2802,-83.1782,United States,Michigan
Wildberg,48.6239,8.7472,Germany,Baden-Württemberg
Sauk Village,41.4905,-87.5706,United States,Illinois
Marawi,18.4833,31.8167,Sudan,Northern
Clearfield,41.0216,-78.439,United States,Pennsylvania
Andergrove,-21.0931,149.186,Australia,Queensland
Lonquimay,-38.4333,-71.2333,Chile,Araucanía
Radyvyliv,50.1333,25.25,Ukraine,Rivnens’ka Oblast’
Luza,60.6167,47.2833,Russia,Kirovskaya Oblast’
Wells,43.3268,-70.6335,United States,Maine
Jesenice,49.9682,14.5136,Czechia,Středočeský Kraj
Tarashcha,49.55,30.5,Ukraine,Kyyivs’ka Oblast’
Blumberg,47.8392,8.5342,Germany,Baden-Württemberg
Bad Orb,50.2167,9.35,Germany,Hesse
Sparta,43.9378,-90.8131,United States,Wisconsin
Flamanzi,47.5644,26.8728,Romania,Botoşani
Box Elder,44.1121,-103.0827,United States,South Dakota
Roberval,48.52,-72.23,Canada,Quebec
Bad Wildbad,48.7503,8.5506,Germany,Baden-Württemberg
